"year","month","day","owli","owlt","dir","zyk950","zyk500","hum","ts","time"
1990,10,9,5,"NWAAT","'NW'","'A'","'A'","'T'",1990.815,"1990-10-9 00:00:00"
1990,10,10,4,"SWAAT","'SW'","'A'","'A'","'T'",1990.8177,"1990-10-10 00:00:00"
1990,10,11,4,"SWAAT","'SW'","'A'","'A'","'T'",1990.8204,"1990-10-11 00:00:00"
1990,10,12,9,"SWAAF","'SW'","'A'","'A'","'F'",1990.8232,"1990-10-12 00:00:00"
1990,10,13,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.8259,"1990-10-13 00:00:00"
1990,10,14,9,"SWAAF","'SW'","'A'","'A'","'F'",1990.8287,"1990-10-14 00:00:00"
1990,10,15,29,"SWZAF","'SW'","'Z'","'A'","'F'",1990.8314,"1990-10-15 00:00:00"
1990,10,16,9,"SWAAF","'SW'","'A'","'A'","'F'",1990.8341,"1990-10-16 00:00:00"
1990,10,17,29,"SWZAF","'SW'","'Z'","'A'","'F'",1990.8369,"1990-10-17 00:00:00"
1990,10,18,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.8396,"1990-10-18 00:00:00"
1990,10,19,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.8424,"1990-10-19 00:00:00"
1990,10,20,6,"XXAAF","'XX'","'A'","'A'","'F'",1990.8451,"1990-10-20 00:00:00"
1990,10,21,2,"NOAAT","'NO'","'A'","'A'","'T'",1990.8478,"1990-10-21 00:00:00"
1990,10,22,1,"XXAAT","'XX'","'A'","'A'","'T'",1990.8506,"1990-10-22 00:00:00"
1990,10,23,23,"SOZAT","'SO'","'Z'","'A'","'T'",1990.8533,"1990-10-23 00:00:00"
1990,10,24,23,"SOZAT","'SO'","'Z'","'A'","'T'",1990.8561,"1990-10-24 00:00:00"
1990,10,25,23,"SOZAT","'SO'","'Z'","'A'","'T'",1990.8588,"1990-10-25 00:00:00"
1990,10,26,29,"SWZAF","'SW'","'Z'","'A'","'F'",1990.8615,"1990-10-26 00:00:00"
1990,10,27,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.8643,"1990-10-27 00:00:00"
1990,10,28,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.867,"1990-10-28 00:00:00"
1990,10,29,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.8697,"1990-10-29 00:00:00"
1990,10,30,14,"SWAZT","'SW'","'A'","'Z'","'T'",1990.8725,"1990-10-30 00:00:00"
1990,10,31,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.8752,"1990-10-31 00:00:00"
1990,11,1,40,"NWZZF","'NW'","'Z'","'Z'","'F'",1990.8764,"1990-11-1 00:00:00"
1990,11,2,34,"SWZZT","'SW'","'Z'","'Z'","'T'",1990.8791,"1990-11-2 00:00:00"
1990,11,3,34,"SWZZT","'SW'","'Z'","'Z'","'T'",1990.8818,"1990-11-3 00:00:00"
1990,11,4,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1990.8846,"1990-11-4 00:00:00"
1990,11,5,12,"NOAZT","'NO'","'A'","'Z'","'T'",1990.8873,"1990-11-5 00:00:00"
1990,11,6,12,"NOAZT","'NO'","'A'","'Z'","'T'",1990.8901,"1990-11-6 00:00:00"
1990,11,7,2,"NOAAT","'NO'","'A'","'A'","'T'",1990.8928,"1990-11-7 00:00:00"
1990,11,8,2,"NOAAT","'NO'","'A'","'A'","'T'",1990.8955,"1990-11-8 00:00:00"
1990,11,9,1,"XXAAT","'XX'","'A'","'A'","'T'",1990.8983,"1990-11-9 00:00:00"
1990,11,10,9,"SWAAF","'SW'","'A'","'A'","'F'",1990.901,"1990-11-10 00:00:00"
1990,11,11,40,"NWZZF","'NW'","'Z'","'Z'","'F'",1990.9038,"1990-11-11 00:00:00"
1990,11,12,10,"NWAAF","'NW'","'A'","'A'","'F'",1990.9065,"1990-11-12 00:00:00"
1990,11,13,10,"NWAAF","'NW'","'A'","'A'","'F'",1990.9092,"1990-11-13 00:00:00"
1990,11,14,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.912,"1990-11-14 00:00:00"
1990,11,15,40,"NWZZF","'NW'","'Z'","'Z'","'F'",1990.9147,"1990-11-15 00:00:00"
1990,11,16,10,"NWAAF","'NW'","'A'","'A'","'F'",1990.9175,"1990-11-16 00:00:00"
1990,11,17,10,"NWAAF","'NW'","'A'","'A'","'F'",1990.9202,"1990-11-17 00:00:00"
1990,11,18,40,"NWZZF","'NW'","'Z'","'Z'","'F'",1990.9229,"1990-11-18 00:00:00"
1990,11,19,14,"SWAZT","'SW'","'A'","'Z'","'T'",1990.9257,"1990-11-19 00:00:00"
1990,11,20,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.9284,"1990-11-20 00:00:00"
1990,11,21,34,"SWZZT","'SW'","'Z'","'Z'","'T'",1990.9312,"1990-11-21 00:00:00"
1990,11,22,11,"XXAZT","'XX'","'A'","'Z'","'T'",1990.9339,"1990-11-22 00:00:00"
1990,11,23,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1990.9366,"1990-11-23 00:00:00"
1990,11,24,34,"SWZZT","'SW'","'Z'","'Z'","'T'",1990.9394,"1990-11-24 00:00:00"
1990,11,25,33,"SOZZT","'SO'","'Z'","'Z'","'T'",1990.9421,"1990-11-25 00:00:00"
1990,11,26,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1990.9449,"1990-11-26 00:00:00"
1990,11,27,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1990.9476,"1990-11-27 00:00:00"
1990,11,28,2,"NOAAT","'NO'","'A'","'A'","'T'",1990.9503,"1990-11-28 00:00:00"
1990,11,29,10,"NWAAF","'NW'","'A'","'A'","'F'",1990.9531,"1990-11-29 00:00:00"
1990,11,30,15,"NWAZT","'NW'","'A'","'Z'","'T'",1990.9558,"1990-11-30 00:00:00"
1990,12,1,2,"NOAAT","'NO'","'A'","'A'","'T'",1990.9597,"1990-12-1 00:00:00"
1990,12,2,10,"NWAAF","'NW'","'A'","'A'","'F'",1990.9624,"1990-12-2 00:00:00"
1990,12,3,6,"XXAAF","'XX'","'A'","'A'","'F'",1990.9652,"1990-12-3 00:00:00"
1990,12,4,15,"NWAZT","'NW'","'A'","'Z'","'T'",1990.9679,"1990-12-4 00:00:00"
1990,12,5,15,"NWAZT","'NW'","'A'","'Z'","'T'",1990.9707,"1990-12-5 00:00:00"
1990,12,6,2,"NOAAT","'NO'","'A'","'A'","'T'",1990.9734,"1990-12-6 00:00:00"
1990,12,7,1,"XXAAT","'XX'","'A'","'A'","'T'",1990.9761,"1990-12-7 00:00:00"
1990,12,8,21,"XXZAT","'XX'","'Z'","'A'","'T'",1990.9789,"1990-12-8 00:00:00"
1990,12,9,23,"SOZAT","'SO'","'Z'","'A'","'T'",1990.9816,"1990-12-9 00:00:00"
1990,12,10,36,"XXZZF","'XX'","'Z'","'Z'","'F'",1990.9844,"1990-12-10 00:00:00"
1990,12,11,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1990.9871,"1990-12-11 00:00:00"
1990,12,12,35,"NWZZT","'NW'","'Z'","'Z'","'T'",1990.9898,"1990-12-12 00:00:00"
1990,12,13,32,"NOZZT","'NO'","'Z'","'Z'","'T'",1990.9926,"1990-12-13 00:00:00"
1990,12,14,2,"NOAAT","'NO'","'A'","'A'","'T'",1990.9953,"1990-12-14 00:00:00"
1990,12,15,12,"NOAZT","'NO'","'A'","'Z'","'T'",1990.9981,"1990-12-15 00:00:00"
1990,12,16,2,"NOAAT","'NO'","'A'","'A'","'T'",1991.0008,"1990-12-16 00:00:00"
1990,12,17,13,"SOAZT","'SO'","'A'","'Z'","'T'",1991.0035,"1990-12-17 00:00:00"
1990,12,18,33,"SOZZT","'SO'","'Z'","'Z'","'T'",1991.0063,"1990-12-18 00:00:00"
1990,12,19,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.009,"1990-12-19 00:00:00"
1990,12,20,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.0118,"1990-12-20 00:00:00"
1990,12,21,35,"NWZZT","'NW'","'Z'","'Z'","'T'",1991.0145,"1990-12-21 00:00:00"
1990,12,22,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.0172,"1990-12-22 00:00:00"
1990,12,23,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.02,"1990-12-23 00:00:00"
1990,12,24,28,"SOZAF","'SO'","'Z'","'A'","'F'",1991.0227,"1990-12-24 00:00:00"
1990,12,25,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.0255,"1990-12-25 00:00:00"
1990,12,26,19,"SWAZF","'SW'","'A'","'Z'","'F'",1991.0282,"1990-12-26 00:00:00"
1990,12,27,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.0309,"1990-12-27 00:00:00"
1990,12,28,4,"SWAAT","'SW'","'A'","'A'","'T'",1991.0337,"1990-12-28 00:00:00"
1990,12,29,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.0364,"1990-12-29 00:00:00"
1990,12,30,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.0392,"1990-12-30 00:00:00"
1990,12,31,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.0419,"1990-12-31 00:00:00"
1991,1,1,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.043,"1991-1-1 00:00:00"
1991,1,2,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.0458,"1991-1-2 00:00:00"
1991,1,3,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.0485,"1991-1-3 00:00:00"
1991,1,4,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.0513,"1991-1-4 00:00:00"
1991,1,5,4,"SWAAT","'SW'","'A'","'A'","'T'",1991.054,"1991-1-5 00:00:00"
1991,1,6,19,"SWAZF","'SW'","'A'","'Z'","'F'",1991.0567,"1991-1-6 00:00:00"
1991,1,7,29,"SWZAF","'SW'","'Z'","'A'","'F'",1991.0595,"1991-1-7 00:00:00"
1991,1,8,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.0622,"1991-1-8 00:00:00"
1991,1,9,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.065,"1991-1-9 00:00:00"
1991,1,10,29,"SWZAF","'SW'","'Z'","'A'","'F'",1991.0677,"1991-1-10 00:00:00"
1991,1,11,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.0704,"1991-1-11 00:00:00"
1991,1,12,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.0732,"1991-1-12 00:00:00"
1991,1,13,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.0759,"1991-1-13 00:00:00"
1991,1,14,3,"SOAAT","'SO'","'A'","'A'","'T'",1991.0787,"1991-1-14 00:00:00"
1991,1,15,3,"SOAAT","'SO'","'A'","'A'","'T'",1991.0814,"1991-1-15 00:00:00"
1991,1,16,3,"SOAAT","'SO'","'A'","'A'","'T'",1991.0841,"1991-1-16 00:00:00"
1991,1,17,3,"SOAAT","'SO'","'A'","'A'","'T'",1991.0869,"1991-1-17 00:00:00"
1991,1,18,3,"SOAAT","'SO'","'A'","'A'","'T'",1991.0896,"1991-1-18 00:00:00"
1991,1,19,4,"SWAAT","'SW'","'A'","'A'","'T'",1991.0924,"1991-1-19 00:00:00"
1991,1,20,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.0951,"1991-1-20 00:00:00"
1991,1,21,35,"NWZZT","'NW'","'Z'","'Z'","'T'",1991.0978,"1991-1-21 00:00:00"
1991,1,22,13,"SOAZT","'SO'","'A'","'Z'","'T'",1991.1006,"1991-1-22 00:00:00"
1991,1,23,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.1033,"1991-1-23 00:00:00"
1991,1,24,2,"NOAAT","'NO'","'A'","'A'","'T'",1991.1061,"1991-1-24 00:00:00"
1991,1,25,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.1088,"1991-1-25 00:00:00"
1991,1,26,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.1115,"1991-1-26 00:00:00"
1991,1,27,2,"NOAAT","'NO'","'A'","'A'","'T'",1991.1143,"1991-1-27 00:00:00"
1991,1,28,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.117,"1991-1-28 00:00:00"
1991,1,29,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.1197,"1991-1-29 00:00:00"
1991,1,30,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.1225,"1991-1-30 00:00:00"
1991,1,31,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.1252,"1991-1-31 00:00:00"
1991,2,1,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.1264,"1991-2-1 00:00:00"
1991,2,2,22,"NOZAT","'NO'","'Z'","'A'","'T'",1991.1291,"1991-2-2 00:00:00"
1991,2,3,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.1318,"1991-2-3 00:00:00"
1991,2,4,2,"NOAAT","'NO'","'A'","'A'","'T'",1991.1346,"1991-2-4 00:00:00"
1991,2,5,32,"NOZZT","'NO'","'Z'","'Z'","'T'",1991.1373,"1991-2-5 00:00:00"
1991,2,6,33,"SOZZT","'SO'","'Z'","'Z'","'T'",1991.1401,"1991-2-6 00:00:00"
1991,2,7,33,"SOZZT","'SO'","'Z'","'Z'","'T'",1991.1428,"1991-2-7 00:00:00"
1991,2,8,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.1455,"1991-2-8 00:00:00"
1991,2,9,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.1483,"1991-2-9 00:00:00"
1991,2,10,34,"SWZZT","'SW'","'Z'","'Z'","'T'",1991.151,"1991-2-10 00:00:00"
1991,2,11,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.1538,"1991-2-11 00:00:00"
1991,2,12,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.1565,"1991-2-12 00:00:00"
1991,2,13,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.1592,"1991-2-13 00:00:00"
1991,2,14,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.162,"1991-2-14 00:00:00"
1991,2,15,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.1647,"1991-2-15 00:00:00"
1991,2,16,35,"NWZZT","'NW'","'Z'","'Z'","'T'",1991.1675,"1991-2-16 00:00:00"
1991,2,17,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.1702,"1991-2-17 00:00:00"
1991,2,18,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.1729,"1991-2-18 00:00:00"
1991,2,19,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.1757,"1991-2-19 00:00:00"
1991,2,20,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.1784,"1991-2-20 00:00:00"
1991,2,21,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.1812,"1991-2-21 00:00:00"
1991,2,22,19,"SWAZF","'SW'","'A'","'Z'","'F'",1991.1839,"1991-2-22 00:00:00"
1991,2,23,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.1866,"1991-2-23 00:00:00"
1991,2,24,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.1894,"1991-2-24 00:00:00"
1991,2,25,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.1921,"1991-2-25 00:00:00"
1991,2,26,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.1949,"1991-2-26 00:00:00"
1991,2,27,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.1976,"1991-2-27 00:00:00"
1991,2,28,26,"XXZAF","'XX'","'Z'","'A'","'F'",1991.2003,"1991-2-28 00:00:00"
1991,3,1,29,"SWZAF","'SW'","'Z'","'A'","'F'",1991.2097,"1991-3-1 00:00:00"
1991,3,2,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1991.2124,"1991-3-2 00:00:00"
1991,3,3,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.2152,"1991-3-3 00:00:00"
1991,3,4,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.2179,"1991-3-4 00:00:00"
1991,3,5,29,"SWZAF","'SW'","'Z'","'A'","'F'",1991.2207,"1991-3-5 00:00:00"
1991,3,6,29,"SWZAF","'SW'","'Z'","'A'","'F'",1991.2234,"1991-3-6 00:00:00"
1991,3,7,28,"SOZAF","'SO'","'Z'","'A'","'F'",1991.2261,"1991-3-7 00:00:00"
1991,3,8,29,"SWZAF","'SW'","'Z'","'A'","'F'",1991.2289,"1991-3-8 00:00:00"
1991,3,9,29,"SWZAF","'SW'","'Z'","'A'","'F'",1991.2316,"1991-3-9 00:00:00"
1991,3,10,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.2344,"1991-3-10 00:00:00"
1991,3,11,6,"XXAAF","'XX'","'A'","'A'","'F'",1991.2371,"1991-3-11 00:00:00"
1991,3,12,6,"XXAAF","'XX'","'A'","'A'","'F'",1991.2398,"1991-3-12 00:00:00"
1991,3,13,6,"XXAAF","'XX'","'A'","'A'","'F'",1991.2426,"1991-3-13 00:00:00"
1991,3,14,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.2453,"1991-3-14 00:00:00"
1991,3,15,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.2481,"1991-3-15 00:00:00"
1991,3,16,6,"XXAAF","'XX'","'A'","'A'","'F'",1991.2508,"1991-3-16 00:00:00"
1991,3,17,28,"SOZAF","'SO'","'Z'","'A'","'F'",1991.2535,"1991-3-17 00:00:00"
1991,3,18,6,"XXAAF","'XX'","'A'","'A'","'F'",1991.2563,"1991-3-18 00:00:00"
1991,3,19,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.259,"1991-3-19 00:00:00"
1991,3,20,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.2618,"1991-3-20 00:00:00"
1991,3,21,29,"SWZAF","'SW'","'Z'","'A'","'F'",1991.2645,"1991-3-21 00:00:00"
1991,3,22,19,"SWAZF","'SW'","'A'","'Z'","'F'",1991.2672,"1991-3-22 00:00:00"
1991,3,23,19,"SWAZF","'SW'","'A'","'Z'","'F'",1991.27,"1991-3-23 00:00:00"
1991,3,24,16,"XXAZF","'XX'","'A'","'Z'","'F'",1991.2727,"1991-3-24 00:00:00"
1991,3,25,8,"SOAAF","'SO'","'A'","'A'","'F'",1991.2755,"1991-3-25 00:00:00"
1991,3,26,7,"NOAAF","'NO'","'A'","'A'","'F'",1991.2782,"1991-3-26 00:00:00"
1991,3,27,12,"NOAZT","'NO'","'A'","'Z'","'T'",1991.2809,"1991-3-27 00:00:00"
1991,3,28,12,"NOAZT","'NO'","'A'","'Z'","'T'",1991.2837,"1991-3-28 00:00:00"
1991,3,29,12,"NOAZT","'NO'","'A'","'Z'","'T'",1991.2864,"1991-3-29 00:00:00"
1991,3,30,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.2892,"1991-3-30 00:00:00"
1991,3,31,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.2919,"1991-3-31 00:00:00"
1991,4,1,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.293,"1991-4-1 00:00:00"
1991,4,2,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.2958,"1991-4-2 00:00:00"
1991,4,3,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.2985,"1991-4-3 00:00:00"
1991,4,4,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.3013,"1991-4-4 00:00:00"
1991,4,5,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.304,"1991-4-5 00:00:00"
1991,4,6,4,"SWAAT","'SW'","'A'","'A'","'T'",1991.3067,"1991-4-6 00:00:00"
1991,4,7,19,"SWAZF","'SW'","'A'","'Z'","'F'",1991.3095,"1991-4-7 00:00:00"
1991,4,8,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.3122,"1991-4-8 00:00:00"
1991,4,9,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.315,"1991-4-9 00:00:00"
1991,4,10,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.3177,"1991-4-10 00:00:00"
1991,4,11,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.3204,"1991-4-11 00:00:00"
1991,4,12,3,"SOAAT","'SO'","'A'","'A'","'T'",1991.3232,"1991-4-12 00:00:00"
1991,4,13,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.3259,"1991-4-13 00:00:00"
1991,4,14,32,"NOZZT","'NO'","'Z'","'Z'","'T'",1991.3287,"1991-4-14 00:00:00"
1991,4,15,1,"XXAAT","'XX'","'A'","'A'","'T'",1991.3314,"1991-4-15 00:00:00"
1991,4,16,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.3341,"1991-4-16 00:00:00"
1991,4,17,12,"NOAZT","'NO'","'A'","'Z'","'T'",1991.3369,"1991-4-17 00:00:00"
1991,4,18,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3396,"1991-4-18 00:00:00"
1991,4,19,12,"NOAZT","'NO'","'A'","'Z'","'T'",1991.3424,"1991-4-19 00:00:00"
1991,4,20,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.3451,"1991-4-20 00:00:00"
1991,4,21,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.3478,"1991-4-21 00:00:00"
1991,4,22,34,"SWZZT","'SW'","'Z'","'Z'","'T'",1991.3506,"1991-4-22 00:00:00"
1991,4,23,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3533,"1991-4-23 00:00:00"
1991,4,24,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3561,"1991-4-24 00:00:00"
1991,4,25,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.3588,"1991-4-25 00:00:00"
1991,4,26,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.3615,"1991-4-26 00:00:00"
1991,4,27,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.3643,"1991-4-27 00:00:00"
1991,4,28,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.367,"1991-4-28 00:00:00"
1991,4,29,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3697,"1991-4-29 00:00:00"
1991,4,30,36,"XXZZF","'XX'","'Z'","'Z'","'F'",1991.3725,"1991-4-30 00:00:00"
1991,5,1,36,"XXZZF","'XX'","'Z'","'Z'","'F'",1991.3764,"1991-5-1 00:00:00"
1991,5,2,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3791,"1991-5-2 00:00:00"
1991,5,3,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.3818,"1991-5-3 00:00:00"
1991,5,4,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3846,"1991-5-4 00:00:00"
1991,5,5,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.3873,"1991-5-5 00:00:00"
1991,5,6,31,"XXZZT","'XX'","'Z'","'Z'","'T'",1991.3901,"1991-5-6 00:00:00"
1991,5,7,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3928,"1991-5-7 00:00:00"
1991,5,8,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3955,"1991-5-8 00:00:00"
1991,5,9,11,"XXAZT","'XX'","'A'","'Z'","'T'",1991.3983,"1991-5-9 00:00:00"
1991,5,10,33,"SOZZT","'SO'","'Z'","'Z'","'T'",1991.401,"1991-5-10 00:00:00"
1991,5,11,6,"XXAAF","'XX'","'A'","'A'","'F'",1991.4038,"1991-5-11 00:00:00"
1991,5,12,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.4065,"1991-5-12 00:00:00"
1991,5,13,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.4092,"1991-5-13 00:00:00"
1991,5,14,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.412,"1991-5-14 00:00:00"
1991,5,15,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.4147,"1991-5-15 00:00:00"
1991,5,16,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.4175,"1991-5-16 00:00:00"
1991,5,17,12,"NOAZT","'NO'","'A'","'Z'","'T'",1991.4202,"1991-5-17 00:00:00"
1991,5,18,12,"NOAZT","'NO'","'A'","'Z'","'T'",1991.4229,"1991-5-18 00:00:00"
1991,5,19,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.4257,"1991-5-19 00:00:00"
1991,5,20,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.4284,"1991-5-20 00:00:00"
1991,5,21,10,"NWAAF","'NW'","'A'","'A'","'F'",1991.4312,"1991-5-21 00:00:00"
1991,5,22,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.4339,"1991-5-22 00:00:00"
1991,5,23,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.4366,"1991-5-23 00:00:00"
1991,5,24,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.4394,"1991-5-24 00:00:00"
1991,5,25,5,"NWAAT","'NW'","'A'","'A'","'T'",1991.4421,"1991-5-25 00:00:00"
1991,5,26,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.4449,"1991-5-26 00:00:00"
1991,5,27,12,"NOAZT","'NO'","'A'","'Z'","'T'",1991.4476,"1991-5-27 00:00:00"
1991,5,28,2,"NOAAT","'NO'","'A'","'A'","'T'",1991.4503,"1991-5-28 00:00:00"
1991,5,29,2,"NOAAT","'NO'","'A'","'A'","'T'",1991.4531,"1991-5-29 00:00:00"
1991,5,30,2,"NOAAT","'NO'","'A'","'A'","'T'",1991.4558,"1991-5-30 00:00:00"
1991,5,31,25,"NWZAT","'NW'","'Z'","'A'","'T'",1991.4586,"1991-5-31 00:00:00"
1991,6,1,35,"NWZZT","'NW'","'Z'","'Z'","'T'",1991.4597,"1991-6-1 00:00:00"
1991,6,2,4,"SWAAT","'SW'","'A'","'A'","'T'",1991.4624,"1991-6-2 00:00:00"
1991,6,3,34,"SWZZT","'SW'","'Z'","'Z'","'T'",1991.4652,"1991-6-3 00:00:00"
1991,6,4,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.4679,"1991-6-4 00:00:00"
1991,6,5,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.4707,"1991-6-5 00:00:00"
1991,6,6,34,"SWZZT","'SW'","'Z'","'Z'","'T'",1991.4734,"1991-6-6 00:00:00"
1991,6,7,39,"SWZZF","'SW'","'Z'","'Z'","'F'",1991.4761,"1991-6-7 00:00:00"
1991,6,8,15,"NWAZT","'NW'","'A'","'Z'","'T'",1991.4789,"1991-6-8 00:00:00"
1991,6,9,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.4816,"1991-6-9 00:00:00"
1991,6,10,19,"SWAZF","'SW'","'A'","'Z'","'F'",1991.4844,"1991-6-10 00:00:00"
1991,6,11,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.4871,"1991-6-11 00:00:00"
1991,6,12,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.4898,"1991-6-12 00:00:00"
1991,6,13,19,"SWAZF","'SW'","'A'","'Z'","'F'",1991.4926,"1991-6-13 00:00:00"
1991,6,14,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.4953,"1991-6-14 00:00:00"
1991,6,15,9,"SWAAF","'SW'","'A'","'A'","'F'",1991.4981,"1991-6-15 00:00:00"
1991,6,16,20,"NWAZF","'NW'","'A'","'Z'","'F'",1991.5008,"1991-6-16 00:00:00"
1991,6,17,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.5035,"1991-6-17 00:00:00"
1991,6,18,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.5063,"1991-6-18 00:00:00"
1991,6,19,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.509,"1991-6-19 00:00:00"
1991,6,20,14,"SWAZT","'SW'","'A'","'Z'","'T'",1991.5118,"1991-6-20 00:00:00"
