"year","month","day","gwl","ts","time"
1881,1,1,"HM",1881.043,"1881-1-1 00:00:00"
1881,1,2,"HM",1881.0458,"1881-1-2 00:00:00"
1881,1,3,"HM",1881.0485,"1881-1-3 00:00:00"
1881,1,4,"HM",1881.0513,"1881-1-4 00:00:00"
1881,1,5,"HNA",1881.054,"1881-1-5 00:00:00"
1881,1,6,"HNA",1881.0567,"1881-1-6 00:00:00"
1881,1,7,"HNA",1881.0595,"1881-1-7 00:00:00"
1881,1,8,"HNA",1881.0622,"1881-1-8 00:00:00"
1881,1,9,"HNA",1881.065,"1881-1-9 00:00:00"
1881,1,10,"HNA",1881.0677,"1881-1-10 00:00:00"
1881,1,11,"TM",1881.0704,"1881-1-11 00:00:00"
1881,1,12,"TM",1881.0732,"1881-1-12 00:00:00"
1881,1,13,"TM",1881.0759,"1881-1-13 00:00:00"
1881,1,14,"TM",1881.0787,"1881-1-14 00:00:00"
1881,1,15,"TM",1881.0814,"1881-1-15 00:00:00"
1881,1,16,"TM",1881.0841,"1881-1-16 00:00:00"
1881,1,17,"TM",1881.0869,"1881-1-17 00:00:00"
1881,1,18,"TM",1881.0896,"1881-1-18 00:00:00"
1881,1,19,"TM",1881.0924,"1881-1-19 00:00:00"
1881,1,20,"TM",1881.0951,"1881-1-20 00:00:00"
1881,1,21,"HNA",1881.0978,"1881-1-21 00:00:00"
1881,1,22,"HNA",1881.1006,"1881-1-22 00:00:00"
1881,1,23,"HNA",1881.1033,"1881-1-23 00:00:00"
1881,1,24,"HM",1881.1061,"1881-1-24 00:00:00"
1881,1,25,"HM",1881.1088,"1881-1-25 00:00:00"
1881,1,26,"HM",1881.1115,"1881-1-26 00:00:00"
1881,1,27,"WS",1881.1143,"1881-1-27 00:00:00"
1881,1,28,"WS",1881.117,"1881-1-28 00:00:00"
1881,1,29,"WS",1881.1197,"1881-1-29 00:00:00"
1881,1,30,"WS",1881.1225,"1881-1-30 00:00:00"
1881,1,31,"WS",1881.1252,"1881-1-31 00:00:00"
1881,2,1,"WS",1881.1264,"1881-2-1 00:00:00"
1881,2,2,"TB",1881.1291,"1881-2-2 00:00:00"
1881,2,3,"TB",1881.1318,"1881-2-3 00:00:00"
1881,2,4,"TB",1881.1346,"1881-2-4 00:00:00"
1881,2,5,"WZ",1881.1373,"1881-2-5 00:00:00"
1881,2,6,"WZ",1881.1401,"1881-2-6 00:00:00"
1881,2,7,"WZ",1881.1428,"1881-2-7 00:00:00"
1881,2,8,"NWZ",1881.1455,"1881-2-8 00:00:00"
1881,2,9,"NWZ",1881.1483,"1881-2-9 00:00:00"
1881,2,10,"NWZ",1881.151,"1881-2-10 00:00:00"
1881,2,11,"NWZ",1881.1538,"1881-2-11 00:00:00"
1881,2,12,"NWZ",1881.1565,"1881-2-12 00:00:00"
1881,2,13,"NWZ",1881.1592,"1881-2-13 00:00:00"
1881,2,14,"SA",1881.162,"1881-2-14 00:00:00"
1881,2,15,"SA",1881.1647,"1881-2-15 00:00:00"
1881,2,16,"SA",1881.1675,"1881-2-16 00:00:00"
1881,2,17,"HFA",1881.1702,"1881-2-17 00:00:00"
1881,2,18,"HFA",1881.1729,"1881-2-18 00:00:00"
1881,2,19,"HFA",1881.1757,"1881-2-19 00:00:00"
1881,2,20,"HFA",1881.1784,"1881-2-20 00:00:00"
1881,2,21,"HFA",1881.1812,"1881-2-21 00:00:00"
1881,2,22,"HFA",1881.1839,"1881-2-22 00:00:00"
1881,2,23,"HFA",1881.1866,"1881-2-23 00:00:00"
1881,2,24,"HFA",1881.1894,"1881-2-24 00:00:00"
1881,2,25,"HNZ",1881.1921,"1881-2-25 00:00:00"
1881,2,26,"HNZ",1881.1949,"1881-2-26 00:00:00"
1881,2,27,"HNZ",1881.1976,"1881-2-27 00:00:00"
1881,2,28,"HNZ",1881.2003,"1881-2-28 00:00:00"
1881,3,1,"HNZ",1881.2097,"1881-3-1 00:00:00"
1881,3,2,"HFA",1881.2124,"1881-3-2 00:00:00"
1881,3,3,"HFA",1881.2152,"1881-3-3 00:00:00"
1881,3,4,"HFA",1881.2179,"1881-3-4 00:00:00"
1881,3,5,"HFA",1881.2207,"1881-3-5 00:00:00"
1881,3,6,"WW",1881.2234,"1881-3-6 00:00:00"
1881,3,7,"WW",1881.2261,"1881-3-7 00:00:00"
1881,3,8,"WW",1881.2289,"1881-3-8 00:00:00"
1881,3,9,"WZ",1881.2316,"1881-3-9 00:00:00"
1881,3,10,"WZ",1881.2344,"1881-3-10 00:00:00"
1881,3,11,"WZ",1881.2371,"1881-3-11 00:00:00"
1881,3,12,"WZ",1881.2398,"1881-3-12 00:00:00"
1881,3,13,"SEA",1881.2426,"1881-3-13 00:00:00"
1881,3,14,"SEA",1881.2453,"1881-3-14 00:00:00"
1881,3,15,"SEA",1881.2481,"1881-3-15 00:00:00"
1881,3,16,"HM",1881.2508,"1881-3-16 00:00:00"
1881,3,17,"HM",1881.2535,"1881-3-17 00:00:00"
1881,3,18,"HM",1881.2563,"1881-3-18 00:00:00"
1881,3,19,"HM",1881.259,"1881-3-19 00:00:00"
1881,3,20,"NZ",1881.2618,"1881-3-20 00:00:00"
1881,3,21,"NZ",1881.2645,"1881-3-21 00:00:00"
1881,3,22,"NZ",1881.2672,"1881-3-22 00:00:00"
1881,3,23,"TRW",1881.27,"1881-3-23 00:00:00"
1881,3,24,"TRW",1881.2727,"1881-3-24 00:00:00"
1881,3,25,"TRW",1881.2755,"1881-3-25 00:00:00"
1881,3,26,"TRW",1881.2782,"1881-3-26 00:00:00"
1881,3,27,"TRW",1881.2809,"1881-3-27 00:00:00"
1881,3,28,"TRW",1881.2837,"1881-3-28 00:00:00"
1881,3,29,"U",1881.2864,"1881-3-29 00:00:00"
1881,3,30,"HNA",1881.2892,"1881-3-30 00:00:00"
1881,3,31,"HNA",1881.2919,"1881-3-31 00:00:00"
1881,4,1,"HNA",1881.293,"1881-4-1 00:00:00"
1881,4,2,"HNA",1881.2958,"1881-4-2 00:00:00"
1881,4,3,"HNA",1881.2985,"1881-4-3 00:00:00"
1881,4,4,"HNA",1881.3013,"1881-4-4 00:00:00"
1881,4,5,"HNA",1881.304,"1881-4-5 00:00:00"
1881,4,6,"HNA",1881.3067,"1881-4-6 00:00:00"
1881,4,7,"HFA",1881.3095,"1881-4-7 00:00:00"
1881,4,8,"HFA",1881.3122,"1881-4-8 00:00:00"
1881,4,9,"HFA",1881.315,"1881-4-9 00:00:00"
1881,4,10,"HFA",1881.3177,"1881-4-10 00:00:00"
1881,4,11,"HFA",1881.3204,"1881-4-11 00:00:00"
1881,4,12,"HFA",1881.3232,"1881-4-12 00:00:00"
1881,4,13,"HFA",1881.3259,"1881-4-13 00:00:00"
1881,4,14,"HFA",1881.3287,"1881-4-14 00:00:00"
1881,4,15,"HFA",1881.3314,"1881-4-15 00:00:00"
1881,4,16,"HNA",1881.3341,"1881-4-16 00:00:00"
1881,4,17,"HNA",1881.3369,"1881-4-17 00:00:00"
1881,4,18,"HNA",1881.3396,"1881-4-18 00:00:00"
1881,4,19,"HNZ",1881.3424,"1881-4-19 00:00:00"
1881,4,20,"HNZ",1881.3451,"1881-4-20 00:00:00"
1881,4,21,"HNZ",1881.3478,"1881-4-21 00:00:00"
1881,4,22,"HNZ",1881.3506,"1881-4-22 00:00:00"
1881,4,23,"WA",1881.3533,"1881-4-23 00:00:00"
1881,4,24,"WA",1881.3561,"1881-4-24 00:00:00"
1881,4,25,"WA",1881.3588,"1881-4-25 00:00:00"
1881,4,26,NA,1881.3615,"1881-4-26 00:00:00"
1881,4,27,NA,1881.3643,"1881-4-27 00:00:00"
1881,4,28,NA,1881.367,"1881-4-28 00:00:00"
1881,4,29,NA,1881.3697,"1881-4-29 00:00:00"
1881,4,30,NA,1881.3725,"1881-4-30 00:00:00"
1881,5,1,NA,1881.3764,"1881-5-1 00:00:00"
1881,5,2,"TRM",1881.3791,"1881-5-2 00:00:00"
1881,5,3,"TRM",1881.3818,"1881-5-3 00:00:00"
1881,5,4,"TRM",1881.3846,"1881-5-4 00:00:00"
1881,5,5,"BM",1881.3873,"1881-5-5 00:00:00"
1881,5,6,"BM",1881.3901,"1881-5-6 00:00:00"
1881,5,7,"BM",1881.3928,"1881-5-7 00:00:00"
1881,5,8,"HB",1881.3955,"1881-5-8 00:00:00"
1881,5,9,"HB",1881.3983,"1881-5-9 00:00:00"
1881,5,10,"HB",1881.401,"1881-5-10 00:00:00"
1881,5,11,"HB",1881.4038,"1881-5-11 00:00:00"
1881,5,12,"BM",1881.4065,"1881-5-12 00:00:00"
1881,5,13,"BM",1881.4092,"1881-5-13 00:00:00"
1881,5,14,"BM",1881.412,"1881-5-14 00:00:00"
1881,5,15,"WZ",1881.4147,"1881-5-15 00:00:00"
1881,5,16,"WZ",1881.4175,"1881-5-16 00:00:00"
1881,5,17,"WZ",1881.4202,"1881-5-17 00:00:00"
1881,5,18,"WZ",1881.4229,"1881-5-18 00:00:00"
1881,5,19,"WZ",1881.4257,"1881-5-19 00:00:00"
1881,5,20,"WZ",1881.4284,"1881-5-20 00:00:00"
1881,5,21,"HFA",1881.4312,"1881-5-21 00:00:00"
1881,5,22,"HFA",1881.4339,"1881-5-22 00:00:00"
1881,5,23,"HFA",1881.4366,"1881-5-23 00:00:00"
1881,5,24,"HFA",1881.4394,"1881-5-24 00:00:00"
1881,5,25,"HNFZ",1881.4421,"1881-5-25 00:00:00"
1881,5,26,"HNFZ",1881.4449,"1881-5-26 00:00:00"
1881,5,27,"HNFZ",1881.4476,"1881-5-27 00:00:00"
1881,5,28,"HNA",1881.4503,"1881-5-28 00:00:00"
1881,5,29,"HNA",1881.4531,"1881-5-29 00:00:00"
1881,5,30,"HNA",1881.4558,"1881-5-30 00:00:00"
1881,5,31,"NWA",1881.4586,"1881-5-31 00:00:00"
1881,6,1,"NWA",1881.4597,"1881-6-1 00:00:00"
1881,6,2,"NWA",1881.4624,"1881-6-2 00:00:00"
1881,6,3,"NWA",1881.4652,"1881-6-3 00:00:00"
1881,6,4,"NWA",1881.4679,"1881-6-4 00:00:00"
1881,6,5,"NZ",1881.4707,"1881-6-5 00:00:00"
1881,6,6,"NZ",1881.4734,"1881-6-6 00:00:00"
1881,6,7,"NZ",1881.4761,"1881-6-7 00:00:00"
1881,6,8,"NZ",1881.4789,"1881-6-8 00:00:00"
1881,6,9,"NZ",1881.4816,"1881-6-9 00:00:00"
1881,6,10,NA,1881.4844,"1881-6-10 00:00:00"
1881,6,11,NA,1881.4871,"1881-6-11 00:00:00"
1881,6,12,NA,1881.4898,"1881-6-12 00:00:00"
1881,6,13,NA,1881.4926,"1881-6-13 00:00:00"
1881,6,14,NA,1881.4953,"1881-6-14 00:00:00"
1881,6,15,NA,1881.4981,"1881-6-15 00:00:00"
1881,6,16,"TB",1881.5008,"1881-6-16 00:00:00"
1881,6,17,"TB",1881.5035,"1881-6-17 00:00:00"
1881,6,18,"TB",1881.5063,"1881-6-18 00:00:00"
1881,6,19,"WZ",1881.509,"1881-6-19 00:00:00"
1881,6,20,"WZ",1881.5118,"1881-6-20 00:00:00"
1881,6,21,"WZ",1881.5145,"1881-6-21 00:00:00"
1881,6,22,"WZ",1881.5172,"1881-6-22 00:00:00"
1881,6,23,"WZ",1881.52,"1881-6-23 00:00:00"
1881,6,24,"NEA",1881.5227,"1881-6-24 00:00:00"
1881,6,25,"NEA",1881.5255,"1881-6-25 00:00:00"
1881,6,26,"NEA",1881.5282,"1881-6-26 00:00:00"
1881,6,27,"NEA",1881.5309,"1881-6-27 00:00:00"
1881,6,28,"NEA",1881.5337,"1881-6-28 00:00:00"
1881,6,29,"NEA",1881.5364,"1881-6-29 00:00:00"
1881,6,30,"NEA",1881.5392,"1881-6-30 00:00:00"
1881,7,1,"NEA",1881.543,"1881-7-1 00:00:00"
1881,7,2,"NEA",1881.5458,"1881-7-2 00:00:00"
1881,7,3,"HM",1881.5485,"1881-7-3 00:00:00"
1881,7,4,"HM",1881.5513,"1881-7-4 00:00:00"
1881,7,5,"HM",1881.554,"1881-7-5 00:00:00"
1881,7,6,"WA",1881.5567,"1881-7-6 00:00:00"
1881,7,7,"WA",1881.5595,"1881-7-7 00:00:00"
1881,7,8,"WA",1881.5622,"1881-7-8 00:00:00"
1881,7,9,"WA",1881.565,"1881-7-9 00:00:00"
1881,7,10,"WA",1881.5677,"1881-7-10 00:00:00"
1881,7,11,"HM",1881.5704,"1881-7-11 00:00:00"
1881,7,12,"HM",1881.5732,"1881-7-12 00:00:00"
1881,7,13,"HM",1881.5759,"1881-7-13 00:00:00"
1881,7,14,"HM",1881.5787,"1881-7-14 00:00:00"
1881,7,15,"HM",1881.5814,"1881-7-15 00:00:00"
1881,7,16,"WA",1881.5841,"1881-7-16 00:00:00"
1881,7,17,"WA",1881.5869,"1881-7-17 00:00:00"
1881,7,18,"WA",1881.5896,"1881-7-18 00:00:00"
1881,7,19,"WA",1881.5924,"1881-7-19 00:00:00"
1881,7,20,"WZ",1881.5951,"1881-7-20 00:00:00"
1881,7,21,"WZ",1881.5978,"1881-7-21 00:00:00"
1881,7,22,"WZ",1881.6006,"1881-7-22 00:00:00"
1881,7,23,"WZ",1881.6033,"1881-7-23 00:00:00"
1881,7,24,"WZ",1881.6061,"1881-7-24 00:00:00"
1881,7,25,"WZ",1881.6088,"1881-7-25 00:00:00"
1881,7,26,"WZ",1881.6115,"1881-7-26 00:00:00"
1881,7,27,"WZ",1881.6143,"1881-7-27 00:00:00"
1881,7,28,"HM",1881.617,"1881-7-28 00:00:00"
1881,7,29,"HM",1881.6197,"1881-7-29 00:00:00"
1881,7,30,"HM",1881.6225,"1881-7-30 00:00:00"
1881,7,31,"HM",1881.6252,"1881-7-31 00:00:00"
1881,8,1,"HM",1881.6264,"1881-8-1 00:00:00"
1881,8,2,"HM",1881.6291,"1881-8-2 00:00:00"
1881,8,3,"HM",1881.6318,"1881-8-3 00:00:00"
1881,8,4,"HM",1881.6346,"1881-8-4 00:00:00"
1881,8,5,"HM",1881.6373,"1881-8-5 00:00:00"
1881,8,6,"WA",1881.6401,"1881-8-6 00:00:00"
1881,8,7,"WA",1881.6428,"1881-8-7 00:00:00"
1881,8,8,"WA",1881.6455,"1881-8-8 00:00:00"
1881,8,9,"NWZ",1881.6483,"1881-8-9 00:00:00"
1881,8,10,"NWZ",1881.651,"1881-8-10 00:00:00"
1881,8,11,"NWZ",1881.6538,"1881-8-11 00:00:00"
1881,8,12,"NWZ",1881.6565,"1881-8-12 00:00:00"
1881,8,13,"NWZ",1881.6592,"1881-8-13 00:00:00"
1881,8,14,"NWZ",1881.662,"1881-8-14 00:00:00"
1881,8,15,"NWZ",1881.6647,"1881-8-15 00:00:00"
1881,8,16,"NWZ",1881.6675,"1881-8-16 00:00:00"
1881,8,17,"NWZ",1881.6702,"1881-8-17 00:00:00"
1881,8,18,"NWZ",1881.6729,"1881-8-18 00:00:00"
1881,8,19,"WZ",1881.6757,"1881-8-19 00:00:00"
1881,8,20,"WZ",1881.6784,"1881-8-20 00:00:00"
1881,8,21,"WZ",1881.6812,"1881-8-21 00:00:00"
1881,8,22,"WZ",1881.6839,"1881-8-22 00:00:00"
1881,8,23,"WZ",1881.6866,"1881-8-23 00:00:00"
1881,8,24,"WZ",1881.6894,"1881-8-24 00:00:00"
1881,8,25,"WZ",1881.6921,"1881-8-25 00:00:00"
1881,8,26,"WZ",1881.6949,"1881-8-26 00:00:00"
1881,8,27,"TRM",1881.6976,"1881-8-27 00:00:00"
1881,8,28,"TRM",1881.7003,"1881-8-28 00:00:00"
1881,8,29,"TRM",1881.7031,"1881-8-29 00:00:00"
1881,8,30,"HNZ",1881.7058,"1881-8-30 00:00:00"
1881,8,31,"HNZ",1881.7086,"1881-8-31 00:00:00"
1881,9,1,"HNZ",1881.7097,"1881-9-1 00:00:00"
1881,9,2,"HNFZ",1881.7124,"1881-9-2 00:00:00"
1881,9,3,"HNFZ",1881.7152,"1881-9-3 00:00:00"
1881,9,4,"HNFZ",1881.7179,"1881-9-4 00:00:00"
1881,9,5,"HNFZ",1881.7207,"1881-9-5 00:00:00"
1881,9,6,"TB",1881.7234,"1881-9-6 00:00:00"
1881,9,7,"TB",1881.7261,"1881-9-7 00:00:00"
1881,9,8,"TB",1881.7289,"1881-9-8 00:00:00"
1881,9,9,"TM",1881.7316,"1881-9-9 00:00:00"
1881,9,10,"TM",1881.7344,"1881-9-10 00:00:00"
1881,9,11,"TM",1881.7371,"1881-9-11 00:00:00"
1881,9,12,"TM",1881.7398,"1881-9-12 00:00:00"
1881,9,13,"WA",1881.7426,"1881-9-13 00:00:00"
1881,9,14,"WA",1881.7453,"1881-9-14 00:00:00"
1881,9,15,"WA",1881.7481,"1881-9-15 00:00:00"
1881,9,16,"WA",1881.7508,"1881-9-16 00:00:00"
1881,9,17,"WA",1881.7535,"1881-9-17 00:00:00"
1881,9,18,"WA",1881.7563,"1881-9-18 00:00:00"
1881,9,19,"WA",1881.759,"1881-9-19 00:00:00"
1881,9,20,"WA",1881.7618,"1881-9-20 00:00:00"
1881,9,21,"SEZ",1881.7645,"1881-9-21 00:00:00"
1881,9,22,"SEZ",1881.7672,"1881-9-22 00:00:00"
1881,9,23,"SEZ",1881.77,"1881-9-23 00:00:00"
1881,9,24,"HM",1881.7727,"1881-9-24 00:00:00"
1881,9,25,"HM",1881.7755,"1881-9-25 00:00:00"
1881,9,26,"HM",1881.7782,"1881-9-26 00:00:00"
1881,9,27,"HM",1881.7809,"1881-9-27 00:00:00"
1881,9,28,"HM",1881.7837,"1881-9-28 00:00:00"
1881,9,29,"HM",1881.7864,"1881-9-29 00:00:00"
1881,9,30,"HM",1881.7892,"1881-9-30 00:00:00"
1881,10,1,"HM",1881.793,"1881-10-1 00:00:00"
1881,10,2,"HFA",1881.7958,"1881-10-2 00:00:00"
1881,10,3,"HFA",1881.7985,"1881-10-3 00:00:00"
1881,10,4,"HFA",1881.8013,"1881-10-4 00:00:00"
1881,10,5,"HFA",1881.804,"1881-10-5 00:00:00"
1881,10,6,"BM",1881.8067,"1881-10-6 00:00:00"
1881,10,7,"BM",1881.8095,"1881-10-7 00:00:00"
1881,10,8,"BM",1881.8122,"1881-10-8 00:00:00"
1881,10,9,"WZ",1881.815,"1881-10-9 00:00:00"
1881,10,10,"WZ",1881.8177,"1881-10-10 00:00:00"
1881,10,11,"WZ",1881.8204,"1881-10-11 00:00:00"
1881,10,12,"WZ",1881.8232,"1881-10-12 00:00:00"
1881,10,13,"WZ",1881.8259,"1881-10-13 00:00:00"
1881,10,14,"WZ",1881.8287,"1881-10-14 00:00:00"
1881,10,15,"NZ",1881.8314,"1881-10-15 00:00:00"
1881,10,16,"NZ",1881.8341,"1881-10-16 00:00:00"
1881,10,17,"NZ",1881.8369,"1881-10-17 00:00:00"
1881,10,18,"U",1881.8396,"1881-10-18 00:00:00"
1881,10,19,"SEZ",1881.8424,"1881-10-19 00:00:00"
1881,10,20,"SEZ",1881.8451,"1881-10-20 00:00:00"
1881,10,21,"SEZ",1881.8478,"1881-10-21 00:00:00"
1881,10,22,"SEZ",1881.8506,"1881-10-22 00:00:00"
1881,10,23,"SEZ",1881.8533,"1881-10-23 00:00:00"
1881,10,24,"HNFZ",1881.8561,"1881-10-24 00:00:00"
1881,10,25,"HNFZ",1881.8588,"1881-10-25 00:00:00"
1881,10,26,"HNFZ",1881.8615,"1881-10-26 00:00:00"
1881,10,27,"HNZ",1881.8643,"1881-10-27 00:00:00"
1881,10,28,"HNZ",1881.867,"1881-10-28 00:00:00"
1881,10,29,"HNZ",1881.8697,"1881-10-29 00:00:00"
1881,10,30,"HFA",1881.8725,"1881-10-30 00:00:00"
1881,10,31,"HFA",1881.8752,"1881-10-31 00:00:00"
1881,11,1,"HFA",1881.8764,"1881-11-1 00:00:00"
1881,11,2,"HFA",1881.8791,"1881-11-2 00:00:00"
1881,11,3,"HFA",1881.8818,"1881-11-3 00:00:00"
1881,11,4,"HM",1881.8846,"1881-11-4 00:00:00"
1881,11,5,"HM",1881.8873,"1881-11-5 00:00:00"
1881,11,6,"HM",1881.8901,"1881-11-6 00:00:00"
1881,11,7,"HM",1881.8928,"1881-11-7 00:00:00"
1881,11,8,"HM",1881.8955,"1881-11-8 00:00:00"
1881,11,9,"HM",1881.8983,"1881-11-9 00:00:00"
1881,11,10,"HM",1881.901,"1881-11-10 00:00:00"
1881,11,11,"HM",1881.9038,"1881-11-11 00:00:00"
1881,11,12,"HM",1881.9065,"1881-11-12 00:00:00"
1881,11,13,"HM",1881.9092,"1881-11-13 00:00:00"
1881,11,14,"HM",1881.912,"1881-11-14 00:00:00"
1881,11,15,"HM",1881.9147,"1881-11-15 00:00:00"
1881,11,16,"WZ",1881.9175,"1881-11-16 00:00:00"
1881,11,17,"WZ",1881.9202,"1881-11-17 00:00:00"
1881,11,18,"WZ",1881.9229,"1881-11-18 00:00:00"
1881,11,19,"WA",1881.9257,"1881-11-19 00:00:00"
1881,11,20,"WA",1881.9284,"1881-11-20 00:00:00"
1881,11,21,"WA",1881.9312,"1881-11-21 00:00:00"
1881,11,22,"WA",1881.9339,"1881-11-22 00:00:00"
1881,11,23,"WA",1881.9366,"1881-11-23 00:00:00"
1881,11,24,"WA",1881.9394,"1881-11-24 00:00:00"
1881,11,25,"WA",1881.9421,"1881-11-25 00:00:00"
1881,11,26,"WZ",1881.9449,"1881-11-26 00:00:00"
1881,11,27,"WZ",1881.9476,"1881-11-27 00:00:00"
1881,11,28,"WZ",1881.9503,"1881-11-28 00:00:00"
1881,11,29,"WZ",1881.9531,"1881-11-29 00:00:00"
1881,11,30,"HM",1881.9558,"1881-11-30 00:00:00"
1881,12,1,"HM",1881.9597,"1881-12-1 00:00:00"
1881,12,2,"HM",1881.9624,"1881-12-2 00:00:00"
1881,12,3,"HM",1881.9652,"1881-12-3 00:00:00"
1881,12,4,"HM",1881.9679,"1881-12-4 00:00:00"
1881,12,5,"HM",1881.9707,"1881-12-5 00:00:00"
1881,12,6,"HM",1881.9734,"1881-12-6 00:00:00"
1881,12,7,"TRW",1881.9761,"1881-12-7 00:00:00"
1881,12,8,"TRW",1881.9789,"1881-12-8 00:00:00"
1881,12,9,"TRW",1881.9816,"1881-12-9 00:00:00"
1881,12,10,"TRW",1881.9844,"1881-12-10 00:00:00"
1881,12,11,"TRW",1881.9871,"1881-12-11 00:00:00"
1881,12,12,"TRW",1881.9898,"1881-12-12 00:00:00"
1881,12,13,"BM",1881.9926,"1881-12-13 00:00:00"
1881,12,14,"BM",1881.9953,"1881-12-14 00:00:00"
1881,12,15,"BM",1881.9981,"1881-12-15 00:00:00"
1881,12,16,"WW",1882.0008,"1881-12-16 00:00:00"
1881,12,17,"WW",1882.0035,"1881-12-17 00:00:00"
1881,12,18,"WW",1882.0063,"1881-12-18 00:00:00"
1881,12,19,"WZ",1882.009,"1881-12-19 00:00:00"
1881,12,20,"WZ",1882.0118,"1881-12-20 00:00:00"
1881,12,21,"WZ",1882.0145,"1881-12-21 00:00:00"
1881,12,22,"WZ",1882.0172,"1881-12-22 00:00:00"
1881,12,23,"BM",1882.02,"1881-12-23 00:00:00"
1881,12,24,"BM",1882.0227,"1881-12-24 00:00:00"
1881,12,25,"BM",1882.0255,"1881-12-25 00:00:00"
1881,12,26,"HM",1882.0282,"1881-12-26 00:00:00"
1881,12,27,"HM",1882.0309,"1881-12-27 00:00:00"
1881,12,28,"HM",1882.0337,"1881-12-28 00:00:00"
1881,12,29,"WA",1882.0364,"1881-12-29 00:00:00"
1881,12,30,"WA",1882.0392,"1881-12-30 00:00:00"
1881,12,31,"WA",1882.0419,"1881-12-31 00:00:00"
1882,1,1,"WA",1882.043,"1882-1-1 00:00:00"
1882,1,2,"WZ",1882.0458,"1882-1-2 00:00:00"
1882,1,3,"WZ",1882.0485,"1882-1-3 00:00:00"
1882,1,4,"WZ",1882.0513,"1882-1-4 00:00:00"
1882,1,5,"WZ",1882.054,"1882-1-5 00:00:00"
1882,1,6,"WZ",1882.0567,"1882-1-6 00:00:00"
1882,1,7,"WZ",1882.0595,"1882-1-7 00:00:00"
1882,1,8,"WA",1882.0622,"1882-1-8 00:00:00"
1882,1,9,"WA",1882.065,"1882-1-9 00:00:00"
1882,1,10,"WA",1882.0677,"1882-1-10 00:00:00"
1882,1,11,"WA",1882.0704,"1882-1-11 00:00:00"
1882,1,12,"HM",1882.0732,"1882-1-12 00:00:00"
1882,1,13,"HM",1882.0759,"1882-1-13 00:00:00"
1882,1,14,"HM",1882.0787,"1882-1-14 00:00:00"
1882,1,15,"HM",1882.0814,"1882-1-15 00:00:00"
1882,1,16,"HM",1882.0841,"1882-1-16 00:00:00"
1882,1,17,"HM",1882.0869,"1882-1-17 00:00:00"
1882,1,18,"HM",1882.0896,"1882-1-18 00:00:00"
1882,1,19,"HM",1882.0924,"1882-1-19 00:00:00"
1882,1,20,"HM",1882.0951,"1882-1-20 00:00:00"
1882,1,21,"HM",1882.0978,"1882-1-21 00:00:00"
1882,1,22,"HM",1882.1006,"1882-1-22 00:00:00"
1882,1,23,"HM",1882.1033,"1882-1-23 00:00:00"
1882,1,24,"HM",1882.1061,"1882-1-24 00:00:00"
1882,1,25,"HM",1882.1088,"1882-1-25 00:00:00"
1882,1,26,"HM",1882.1115,"1882-1-26 00:00:00"
1882,1,27,"HM",1882.1143,"1882-1-27 00:00:00"
1882,1,28,"HM",1882.117,"1882-1-28 00:00:00"
1882,1,29,"HM",1882.1197,"1882-1-29 00:00:00"
1882,1,30,"HM",1882.1225,"1882-1-30 00:00:00"
1882,1,31,"HM",1882.1252,"1882-1-31 00:00:00"
1882,2,1,"HM",1882.1264,"1882-2-1 00:00:00"
1882,2,2,"HM",1882.1291,"1882-2-2 00:00:00"
1882,2,3,"HM",1882.1318,"1882-2-3 00:00:00"
1882,2,4,"HM",1882.1346,"1882-2-4 00:00:00"
1882,2,5,"HM",1882.1373,"1882-2-5 00:00:00"
1882,2,6,"HM",1882.1401,"1882-2-6 00:00:00"
1882,2,7,"HM",1882.1428,"1882-2-7 00:00:00"
1882,2,8,"HM",1882.1455,"1882-2-8 00:00:00"
1882,2,9,"HM",1882.1483,"1882-2-9 00:00:00"
1882,2,10,"HM",1882.151,"1882-2-10 00:00:00"
1882,2,11,"HM",1882.1538,"1882-2-11 00:00:00"
1882,2,12,"HM",1882.1565,"1882-2-12 00:00:00"
1882,2,13,"WA",1882.1592,"1882-2-13 00:00:00"
1882,2,14,"WA",1882.162,"1882-2-14 00:00:00"
1882,2,15,"WA",1882.1647,"1882-2-15 00:00:00"
1882,2,16,"NWA",1882.1675,"1882-2-16 00:00:00"
1882,2,17,"NWA",1882.1702,"1882-2-17 00:00:00"
1882,2,18,"NWA",1882.1729,"1882-2-18 00:00:00"
1882,2,19,"NWA",1882.1757,"1882-2-19 00:00:00"
1882,2,20,"NWA",1882.1784,"1882-2-20 00:00:00"
1882,2,21,"NWA",1882.1812,"1882-2-21 00:00:00"
1882,2,22,"NWA",1882.1839,"1882-2-22 00:00:00"
1882,2,23,"NWA",1882.1866,"1882-2-23 00:00:00"
1882,2,24,"SWA",1882.1894,"1882-2-24 00:00:00"
1882,2,25,"SWA",1882.1921,"1882-2-25 00:00:00"
1882,2,26,"SWA",1882.1949,"1882-2-26 00:00:00"
1882,2,27,"WS",1882.1976,"1882-2-27 00:00:00"
1882,2,28,"WS",1882.2003,"1882-2-28 00:00:00"
1882,3,1,"WS",1882.2097,"1882-3-1 00:00:00"
1882,3,2,"WS",1882.2124,"1882-3-2 00:00:00"
1882,3,3,"WS",1882.2152,"1882-3-3 00:00:00"
1882,3,4,"WS",1882.2179,"1882-3-4 00:00:00"
1882,3,5,"WZ",1882.2207,"1882-3-5 00:00:00"
